"dtime per day","Average latency (ms)"
"2012-11-18","830.723"
"2012-11-19","828.059"
"2012-11-20","831.644"
"2012-11-21","834.418"
"2012-11-22","829.44"
"2012-11-23","835.403"
"2012-11-24","841.372"
"2012-11-25","843.729"
"2012-11-26","842.316"
"2012-11-27","848.402"
"2012-11-28","848.959"
"2012-11-29","842.999"
"2012-11-30","848.153"
"2012-12-01","845.36"
"2012-12-02","844.814"
"2012-12-03","845.629"
"2012-12-04","844.005"
"2012-12-05","844.18"
"2012-12-06","846.548"
"2012-12-07","850.946"
"2012-12-08","854.139"
"2012-12-09","852.204"
"2012-12-10","853.338"
"2012-12-11","845.028"
"2012-12-12","846.663"
"2012-12-13","849.92"
"2012-12-14","850.023"
"2012-12-15","850.331"
"2012-12-16","850.886"
"2012-12-17","851.137"
"2012-12-18","854.639"
"2012-12-19","855.247"
"2012-12-20","852.169"
"2012-12-21","849.353"
"2012-12-22","852.983"
"2012-12-23","856.399"
"2012-12-24","851.36"
"2012-12-25","852.797"
"2012-12-26","852.908"
"2012-12-27","853.881"
"2012-12-28","857.662"
"2012-12-29","856.851"
"2012-12-30","859.504"
"2012-12-31","858.192"
"2013-01-01","848.285"
"2013-01-02","850.932"
"2013-01-03","852.3"
"2013-01-04","852.218"
"2013-01-05","853.888"
"2013-01-06","850.313"
"2013-01-07","850.957"
"2013-01-08","850.842"
"2013-01-09","838.671"
"2013-01-10","827.911"
"2013-01-11","814.132"
"2013-01-12","812.145"
"2013-01-13","800.671"
"2013-01-14","801.537"
"2013-01-15","798.76"
"2013-01-16","802.989"
"2013-01-17","805.89"
"2013-01-18","802.293"
"2013-01-19","805.824"
"2013-01-20","804.607"
"2013-01-21","812.856"
"2013-01-22","805.337"
"2013-01-23","805.288"
"2013-01-24","806.724"
"2013-01-25","808.507"
"2013-01-26","803.8"
"2013-01-27","799.872"
"2013-01-28","809.418"
"2013-01-29","804.945"
"2013-01-30","804.993"
"2013-01-31","805.508"
"2013-02-01","800.672"
"2013-02-02","805.805"
"2013-02-03","804.901"
"2013-02-04","803.868"
"2013-02-05","806.846"
"2013-02-06","806.366"
"2013-02-07","807.542"
"2013-02-08","808.902"
"2013-02-09","810.639"
"2013-02-10","806.732"
"2013-02-11","805.081"
"2013-02-12","804.818"
"2013-02-13","804.947"
"2013-02-14","803.448"
"2013-02-15","800.053"
"2013-02-16","809.91"
"2013-02-17","807.638"
"2013-02-18","807.345"
"2013-02-19","805.458"
"2013-02-20","802.045"
"2013-02-21","796.9"
"2013-02-22","800.093"
"2013-02-23","803.794"
"2013-02-24","802.413"
"2013-02-25","804.203"
"2013-02-26","802.376"
"2013-02-27","801.083"
"2013-02-28","800.895"
"2013-03-01","800.866"
"2013-03-02","801.616"
"2013-03-03","805.089"
"2013-03-04","792.596"
"2013-03-05","773.146"
"2013-03-06","772.291"
"2013-03-07","777.59"
"2013-03-08","778.567"
"2013-03-09","778.574"
"2013-03-10","780.436"
"2013-03-11","787.182"
"2013-03-12","794.285"
"2013-03-13","797.11"
"2013-03-14","798.064"
"2013-03-15","798.59"
"2013-03-16","798.692"
"2013-03-17","796.823"
"2013-03-18","797.446"
"2013-03-19","794.157"
"2013-03-20","792.558"
"2013-03-21","787.773"
"2013-03-22","788.974"
"2013-03-23","786.251"
"2013-03-24","786.916"
"2013-03-25","788.263"
"2013-03-26","789.472"
"2013-03-27","783.829"
"2013-03-28","783.758"
"2013-03-29","776.088"
"2013-03-30","770.271"
"2013-03-31","772.158"
"2013-04-01","770.795"
"2013-04-02","774.785"
"2013-04-03","771.185"
"2013-04-04","765.289"
"2013-04-05","767.567"
"2013-04-06","753.733"
"2013-04-07","758.8"
"2013-04-08","770.209"
"2013-04-09","771.059"
"2013-04-10","765.031"
"2013-04-11","764.524"
"2013-04-12","765.608"
"2013-04-13","762.217"
"2013-04-14","762.999"
"2013-04-15","764.781"
"2013-04-16","764.09"
"2013-04-17","757.025"
"2013-04-18","748.417"
"2013-04-19","751.545"
"2013-04-20","754.059"
"2013-04-21","752.342"
"2013-04-22","748.212"
"2013-04-23","747.719"
"2013-04-24","744.186"
"2013-04-25","743.398"
"2013-04-26","740.542"
"2013-04-27","742.719"
"2013-04-28","746.824"
"2013-04-29","741.297"
"2013-04-30","740.666"
"2013-05-01","740.559"
"2013-05-02","738.364"
"2013-05-03","742.641"
"2013-05-04","744.135"
"2013-05-05","743.605"
"2013-05-06","740.897"
"2013-05-07","741.838"
"2013-05-08","743.316"
